,M
97099,-11359
97100,-10708
97101,-9905
97102,-8972
97103,-7901
97104,-6733
97105,-5465
97106,-4127
97107,-2743
97108,-1328
97109,85
97110,1479
97111,2824
97112,4098
97113,5277
97114,6341
97115,7268
97116,8043
97117,8649
97118,9077
97119,9316
97120,9357
97121,9214
97122,8867
97123,8343
97124,7634
97125,6770
97126,5749
97127,4612
97128,3354
97129,2027
97130,638
97131,-779
97132,-2192
97133,-3581
97134,-4908
97135,-6153
97136,-7283
97137,-8277
97138,-9110
97139,-9765
97140,-10221
97141,-10465
97142,-10490
97143,-10287
97144,-9853
97145,-9196
97146,-8310
97147,-7220
97148,-5927
97149,-4455
97150,-2824
97151,-1059
97152,821
97153,2773
97154,4783
97155,6810
97156,8818
97157,10793
97158,12678
97159,14464
97160,16115
97161,17594
97162,18899
97163,19983
97164,20847
97165,21472
97166,21835
97167,21955
97168,21797
97169,21395
97170,20728
97171,19825
97172,18688
97173,17334
97174,15794
97175,14070
97176,12214
97177,10230
97178,8154
97179,6026
97180,3850
97181,1688
97182,-459
97183,-2549
97184,-4557
97185,-6466
97186,-8243
97187,-9880
97188,-11357
97189,-12658
97190,-13781
97191,-14713
97192,-15456
97193,-16009
97194,-16381
97195,-16568
97196,-16600
97197,-16466
97198,-16203
97199,-15813
97200,-15320
97201,-14749
97202,-14103
97203,-13427
97204,-12713
97205,-12006
97206,-11303
97207,-10633
97208,-10003
97209,-9430
97210,-8920
97211,-8481
97212,-8118
97213,-7832
97214,-7619
97215,-7480
97216,-7401
97217,-7379
97218,-7403
97219,-7448
97220,-7520
97221,-7578
97222,-7629
97223,-7637
97224,-7594
97225,-7487
97226,-7284
97227,-6995
97228,-6581
97229,-6054
97230,-5393
97231,-4594
97232,-3662
97233,-2585
97234,-1379
97235,-45
97236,1409
97237,2963
97238,4609
97239,6320
97240,8087
97241,9871
97242,11664
97243,13427
97244,15138
97245,16776
97246,18307
97247,19706
97248,20955
97249,22019
97250,22893
97251,23544
97252,23967
97253,24146
97254,24074
97255,23745
97256,23160
97257,22323
97258,21236
97259,19924
97260,18381
97261,16648
97262,14732
97263,12659
97264,10469
97265,8172
97266,5819
97267,3427
97268,1038
97269,-1320
97270,-3612
97271,-5807
97272,-7880
97273,-9791
97274,-11535
97275,-13067
97276,-14387
97277,-15470
97278,-16309
97279,-16897
97280,-17228
97281,-17306
97282,-17137
97283,-16727
97284,-16096
97285,-15255
97286,-14225
97287,-13033
97288,-11699
97289,-10254
97290,-8729
97291,-7146
97292,-5544
97293,-3947
97294,-2385
97295,-892
97296,515
97297,1806
97298,2958
97299,3961
97300,4786
97301,5435
97302,5892
97303,6152
97304,6221
97305,6091
97306,5785
97307,5294
97308,4653
97309,3852
97310,2942
97311,1909
97312,812
97313,-359
97314,-1550
97315,-2758
97316,-3942
97317,-5091
97318,-6166
97319,-7166
97320,-8047
97321,-8818
97322,-9440
97323,-9922
97324,-10238
97325,-10398
97326,-10389
97327,-10217
97328,-9886
97329,-9407
97330,-8780
97331,-8036
97332,-7166
97333,-6218
97334,-5179
97335,-4099
97336,-2971
97337,-1844
97338,-714
97339,379
97340,1428
97341,2411
97342,3305
97343,4116
97344,4799
97345,5387
97346,5830
97347,6165
97348,6363
97349,6438
97350,6402
97351,6244
97352,6005
97353,5660
97354,5267
97355,4802
97356,4318
97357,3808
97358,3309
97359,2829
97360,2394
97361,2020
97362,1721
97363,1518
97364,1415
97365,1433
97366,1568
97367,1834
97368,2229
97369,2747
97370,3396
97371,4148
97372,5014
97373,5959
97374,6984
97375,8055
97376,9162
97377,10272
97378,11373
97379,12422
97380,13418
97381,14306
97382,15094
97383,15724
97384,16212
97385,16500
97386,16606
97387,16486
97388,16154
97389,15586
97390,14785
97391,13753
97392,12488
97393,11009
97394,9315
97395,7434
97396,5378
97397,3175
97398,845
97399,-1575
97400,-4067
97401,-6584
97402,-9105
97403,-11592
97404,-14006
97405,-16328
97406,-18505
97407,-20531
97408,-22357
97409,-23970
97410,-25345
97411,-26454
97412,-27301
97413,-27853
97414,-28120
97415,-28091
97416,-27768
97417,-27161
97418,-26275
97419,-25127
97420,-23736
97421,-22121
97422,-20304
97423,-18322
97424,-16187
97425,-13948
97426,-11623
97427,-9249
97428,-6863
97429,-4488
97430,-2160
97431,93
97432,2242
97433,4272
97434,6140
97435,7858
97436,9379
97437,10715
97438,11848
97439,12770
97440,13494
97441,14007
97442,14328
97443,14460
97444,14419
97445,14218
97446,13880
97447,13412
97448,12853
97449,12210
97450,11509
97451,10781
97452,10027
97453,9297
97454,8580
97455,7917
97456,7312
97457,6776
97458,6332
97459,5970
97460,5714
97461,5546
97462,5483
97463,5506
97464,5619
97465,5804
97466,6057
97467,6354
97468,6693
97469,7044
97470,7399
97471,7734
97472,8033
97473,8277
97474,8455
97475,8541
97476,8535
97477,8405
97478,8168
97479,7789
97480,7288
97481,6645
97482,5876
97483,4976
97484,3959
97485,2832
97486,1607
97487,309
97488,-1056
97489,-2461
97490,-3880
97491,-5310
97492,-6696
97493,-8047
97494,-9315
97495,-10495
97496,-11554
97497,-12479
97498,-13250
97499,-13851
97500,-14274
97501,-14499
97502,-14540
97503,-14367
97504,-14012
97505,-13450
97506,-12712
97507,-11796
97508,-10723
97509,-9508
97510,-8175
97511,-6744
97512,-5239
97513,-3695
97514,-2124
97515,-574
97516,946
97517,2395
97518,3753
97519,4988
97520,6091
97521,7015
97522,7776
97523,8328
97524,8680
97525,8816
97526,8730
97527,8432
97528,7913
97529,7193
97530,6278
97531,5183
97532,3933
97533,2540
97534,1038
97535,-548
97536,-2195
97537,-3864
97538,-5531
97539,-7163
97540,-8728
97541,-10200
97542,-11545
97543,-12745
97544,-13764
97545,-14597
97546,-15208
97547,-15603
97548,-15752
97549,-15663
97550,-15323
97551,-14746
97552,-13921
97553,-12878
97554,-11611
97555,-10153
97556,-8514
97557,-6723
97558,-4801
97559,-2786
97560,-690
97561,1440
97562,3579
97563,5705
97564,7768
97565,9764
97566,11643
97567,13394
97568,14989
97569,16407
97570,17637
97571,18655
97572,19464
97573,20044
97574,20408
97575,20540
97576,20463
97577,20166
97578,19680
97579,19000
97580,18163
97581,17168
97582,16052
97583,14828
97584,13524
97585,12162
97586,10761
97587,9357
97588,7952
97589,6588
97590,5270
97591,4016
97592,2851
97593,1770
97594,795
97595,-69
97596,-830
97597,-1471
97598,-2011
97599,-2442
97600,-2786
97601,-3037
97602,-3225
97603,-3350
97604,-3431
97605,-3493
97606,-3537
97607,-3593
97608,-3673
97609,-3786
97610,-3958
97611,-4193
97612,-4500
97613,-4897
97614,-5380
97615,-5955
97616,-6627
97617,-7384
97618,-8227
97619,-9152
97620,-10129
97621,-11171
97622,-12232
97623,-13322
97624,-14401
97625,-15455
97626,-16465
97627,-17397
97628,-18245
97629,-18966
97630,-19564
97631,-19990
97632,-20252
97633,-20319
97634,-20180
97635,-19832
97636,-19258
97637,-18464
97638,-17440
97639,-16203
97640,-14745
97641,-13095
97642,-11253
97643,-9243
97644,-7092
97645,-4813
97646,-2447
97647,-8
97648,2461
97649,4936
97650,7379
97651,9765
97652,12051
97653,14223
97654,16231
97655,18070
97656,19694
97657,21099
97658,22255
97659,23158
97660,23782
97661,24140
97662,24212
97663,24010
97664,23542
97665,22803
97666,21832
97667,20621
97668,19213
97669,17615
97670,15868
97671,13989
97672,12019
97673,9984
97674,7915
97675,5849
97676,3813
97677,1840
97678,-42
97679,-1805
97680,-3428
97681,-4884
97682,-6165
97683,-7244
97684,-8123
97685,-8785
97686,-9234
97687,-9467
97688,-9493
97689,-9317
97690,-8955
97691,-8418
97692,-7730
97693,-6907
97694,-5972
97695,-4955
97696,-3872
97697,-2759
97698,-1639
97699,-529
97700,530
97701,1531
97702,2441
97703,3244
97704,3930
97705,4469
97706,4872
97707,5109
97708,5197
97709,5117
97710,4887
97711,4498
97712,3976
97713,3314
97714,2547
97715,1670
97716,723
97717,-294
97718,-1340
97719,-2412
97720,-3473
97721,-4511
97722,-5502
97723,-6424
97724,-7265
97725,-8003
97726,-8628
97727,-9126
97728,-9494
97729,-9717
97730,-9808
97731,-9747
97732,-9560
97733,-9232
97734,-8794
97735,-8237
97736,-7596
97737,-6864
97738,-6085
97739,-5253
97740,-4406
97741,-3555
97742,-2721
97743,-1929
97744,-1187
97745,-525
97746,55
97747,526
97748,895
97749,1131
97750,1256
97751,1238
97752,1111
97753,844
97754,481
97755,-3
97756,-566
97757,-1212
97758,-1912
97759,-2651
97760,-3407
97761,-4158
97762,-4879
97763,-5551
97764,-6145
97765,-6650
97766,-7032
97767,-7281
97768,-7380
97769,-7310
97770,-7066
97771,-6636
97772,-6016
97773,-5208
97774,-4209
97775,-3034
97776,-1685
97777,-181
97778,1461
97779,3228
97780,5082
97781,7013
97782,8982
97783,10966
97784,12932
97785,14848
97786,16686
97787,18411
97788,19999
97789,21416
97790,22643
97791,23649
97792,24420
97793,24936
97794,25181
97795,25157
97796,24839
97797,24251
97798,23370
97799,22228
97800,20814
97801,19169
97802,17285
97803,15211
97804,12947
97805,10549
97806,8024
97807,5421
97808,2761
97809,91
97810,-2570
97811,-5170
97812,-7699
97813,-10104
97814,-12373
97815,-14467
97816,-16375
97817,-18066
97818,-19534
97819,-20756
97820,-21732
97821,-22454
97822,-22919
97823,-23135
97824,-23109
97825,-22844
97826,-22368
97827,-21682
97828,-20822
97829,-19795
97830,-18640
97831,-17363
97832,-16011
97833,-14591
97834,-13142
97835,-11684
97836,-10237
97837,-8834
97838,-7484
97839,-6209
97840,-5030
97841,-3948
97842,-2985
97843,-2137
97844,-1413
97845,-812
97846,-327
97847,38
97848,306
97849,475
97850,564
97851,588
97852,565
97853,502
97854,434
97855,357
97856,311
97857,294
97858,333
97859,431
97860,615
97861,874
97862,1237
97863,1688
97864,2244
97865,2894
97866,3637
97867,4467
97868,5372
97869,6339
97870,7358
97871,8402
97872,9469
97873,10519
97874,11550
97875,12530
97876,13439
97877,14263
97878,14970
97879,15557
97880,15994
97881,16275
97882,16382
97883,16313
97884,16053
97885,15609
97886,14969
97887,14152
97888,13150
97889,11987
97890,10667
97891,9212
97892,7640
97893,5974
97894,4237
97895,2454
97896,658
97897,-1135
97898,-2885
97899,-4569
97900,-6169
97901,-7638
97902,-8981
97903,-10147
97904,-11143
97905,-11934
97906,-12518
97907,-12885
97908,-13025
97909,-12942
97910,-12641
97911,-12114
97912,-11396
97913,-10473
97914,-9389
97915,-8144
97916,-6779
97917,-5300
97918,-3760
97919,-2158
97920,-559
97921,1048
97922,2584
97923,4071
97924,5432
97925,6685
97926,7764
97927,8688
97928,9399
97929,9918
97930,10207
97931,10272
97932,10109
97933,9711
97934,9093
97935,8254
97936,7218
97937,5988
97938,4599
97939,3055
97940,1404
97941,-354
97942,-2160
97943,-4011
97944,-5857
97945,-7680
97946,-9441
97947,-11117
97948,-12678
97949,-14095
97950,-15355
97951,-16423
97952,-17298
97953,-17951
97954,-18388
97955,-18585
97956,-18557
97957,-18294
97958,-17801
97959,-17100
97960,-16188
97961,-15086
97962,-13819
97963,-12397
97964,-10851
97965,-9205
97966,-7475
97967,-5702
97968,-3904
97969,-2106
97970,-339
97971,1380
97972,3024
97973,4569
97974,6012
97975,7314
97976,8491
97977,9507
97978,10380
97979,11086
97980,11642
97981,12043
97982,12296
97983,12415
97984,12404
97985,12283
97986,12069
97987,11767
97988,11414
97989,11007
97990,10579
97991,10147
97992,9717
97993,9322
97994,8959
97995,8652
97996,8410
97997,8232
97998,8139
97999,8114
98000,8177
98001,8304
98002,8511
98003,8765
98004,9079
98005,9421
98006,9783
98007,10152
98008,10503
98009,10818
98010,11084
98011,11274
98012,11373
98013,11366
98014,11227
98015,10954
98016,10528
98017,9938
98018,9182
98019,8253
98020,7148
98021,5881
98022,4441
98023,2856
98024,1123
98025,-726
98026,-2685
98027,-4726
98028,-6821
98029,-8954
98030,-11083
98031,-13191
98032,-15245
98033,-17207
98034,-19062
98035,-20768
98036,-22308
98037,-23651
98038,-24778
98039,-25667
98040,-26305
98041,-26670
98042,-26772
98043,-26577
98044,-26119
98045,-25370
98046,-24357
98047,-23086
98048,-21569
98049,-19831
98050,-17894
98051,-15777
98052,-13518
98053,-11144
98054,-8681
98055,-6176
98056,-3643
98057,-1140
98058,1322
98059,3694
98060,5956
98061,8074
98062,10025
98063,11784
98064,13332
98065,14655
98066,15738
98067,16573
98068,17163
98069,17495
98070,17587
98071,17443
98072,17067
98073,16487
98074,15716
98075,14770
98076,13688
98077,12475
98078,11178
98079,9813
98080,8409
98081,6999
98082,5608
98083,4258
98084,2982
98085,1794
98086,718
98087,-229
98088,-1035
98089,-1689
98090,-2179
98091,-2514
98092,-2675
98093,-2687
98094,-2534
98095,-2248
98096,-1824
98097,-1288
98098,-653
98099,62
98100,834
98101,1642
98102,2466
98103,3282
98104,4069
98105,4806
98106,5472
98107,6059
98108,6531
98109,6907
98110,7134
98111,7251
98112,7215
98113,7050
98114,6743
98115,6305
98116,5748
98117,5066
98118,4300
98119,3425
98120,2509
98121,1517
98122,512
98123,-510
98124,-1524
98125,-2498
98126,-3436
98127,-4291
98128,-5073
98129,-5742
98130,-6310
98131,-6740
98132,-7052
98133,-7214
98134,-7249
98135,-7139
98136,-6902
98137,-6533
98138,-6059
98139,-5471
98140,-4808
98141,-4068
98142,-3281
98143,-2467
98144,-1641
98145,-836
98146,-60
98147,652
98148,1288
98149,1825
98150,2246
98151,2537
98152,2684
98153,2679
98154,2509
98155,2182
98156,1689
98157,1034
98158,231
98159,-720
98160,-1794
98161,-2980
98162,-4260
98163,-5607
98164,-6999
98165,-8411
98166,-9809
98167,-11181
98168,-12474
98169,-13687
98170,-14772
98171,-15715
98172,-16485
98173,-17071
98174,-17438
98175,-17590
98176,-17495
98177,-17161
98178,-16575
98179,-15738
98180,-14653
98181,-13334
98182,-11782
98183,-10027
98184,-8073
98185,-5957
98186,-3694
98187,-1320
98188,1137
98189,3647
98190,6173
98191,8681
98192,11145
98193,13517
98194,15778
98195,17894
98196,19830
98197,21570
98198,23086
98199,24355
98200,25374
98201,26113
98202,26584
98203,26766
98204,26675
98205,26301
98206,25670
98207,24775
98208,23654
98209,22306
98210,20769
98211,19061
98212,17209
98213,15243
98214,13192
98215,11083
98216,8953
98217,6822
98218,4727
98219,2682
98220,730
98221,-1127
98222,-2853
98223,-4444
98224,-5876
98225,-7153
98226,-8251
98227,-9182
98228,-9940
98229,-10524
98230,-10957
98231,-11227
98232,-11366
98233,-11372
98234,-11275
98235,-11083
98236,-10819
98237,-10503
98238,-10151
98239,-9785
98240,-9420
98241,-9077
98242,-8769
98243,-8506
98244,-8309
98245,-8174
98246,-8115
98247,-8139
98248,-8231
98249,-8412
98250,-8650
98251,-8961
98252,-9319
98253,-9720
98254,-10144
98255,-10582
98256,-11006
98257,-11413
98258,-11768
98259,-12067
98260,-12285
98261,-12404
98262,-12414
98263,-12297
98264,-12043
98265,-11641
98266,-11088
98267,-10376
98268,-9512
98269,-8486
98270,-7320
98271,-6007
98272,-4571
98273,-3024
98274,-1377
98275,334
98276,2110
98277,3900
98278,5705
98279,7475
98280,9204
98281,10851
98282,12398
98283,13816
98284,15090
98285,16186
98286,17099
98287,17804
98288,18291
98289,18559
98290,18584
98291,18388
98292,17952
98293,17296
98294,16426
98295,15350
98296,14100
98297,12675
98298,11118
98299,9440
98300,7681
98301,5856
98302,4011
98303,2162
98304,349
98305,-1398
98306,-3060
98307,-4595
98308,-5991
98309,-7216
98310,-8256
98311,-9092
98312,-9711
98313,-10109
98314,-10272
98315,-10208
98316,-9916
98317,-9402
98318,-8684
98319,-7769
98320,-6679
98321,-5438
98322,-4065
98323,-2590
98324,-1043
98325,556
98326,2160
98327,3759
98328,5300
98329,6778
98330,8147
98331,9384
98332,10481
98333,11386
98334,12123
98335,12635
98336,12944
98337,13026
98338,12883
98339,12520
98340,11932
98341,11144
98342,10147
98343,8980
98344,7641
98345,6165
98346,4573
98347,2882
98348,1136
98349,-657
98350,-2455
98351,-4236
98352,-5975
98353,-7640
98354,-9211
98355,-10669
98356,-11983
98357,-13154
98358,-14149
98359,-14972
98360,-15607
98361,-16053
98362,-16314
98363,-16380
98364,-16277
98365,-15994
98366,-15555
98367,-14973
98368,-14261
98369,-13439
98370,-12531
98371,-11547
98372,-10523
98373,-9466
98374,-8403
98375,-7359
98376,-6336
98377,-5375
98378,-4465
98379,-3637
98380,-2895
98381,-2242
98382,-1691
98383,-1233
98384,-879
98385,-610
98386,-435
98387,-330
98388,-296
98389,-309
98390,-359
98391,-434
98392,-501
98393,-565
98394,-588
98395,-563
98396,-479
98397,-300
98398,-44
98399,332
98400,809
98401,1414
98402,2137
98403,2984
98404,3950
98405,5028
98406,6211
98407,7482
98408,8834
98409,10239
98410,11683
98411,13141
98412,14593
98413,16008
98414,17367
98415,18636
98416,19799
98417,20818
98418,21686
98419,22365
98420,22845
98421,23110
98422,23133
98423,22921
98424,22453
98425,21731
98426,20758
98427,19533
98428,18065
98429,16377
98430,14465
98431,12374
98432,10105
98433,7697
98434,5172
98435,2569
98436,-91
98437,-2761
98438,-5420
98439,-8025
98440,-10547
98441,-12952
98442,-15205
98443,-17290
98444,-19164
98445,-20819
98446,-22225
98447,-23372
98448,-24248
98449,-24842
98450,-25155
98451,-25182
98452,-24937
98453,-24417
98454,-23653
98455,-22639
98456,-21420
98457,-19995
98458,-18414
98459,-16684
98460,-14850
98461,-12930
98462,-10968
98463,-8979
98464,-7016
98465,-5080
98466,-3228
98467,-1463
98468,184
98469,1682
98470,3036
98471,4209
98472,5207
98473,6017
98474,6635
98475,7067
98476,7310
98477,7379
98478,7282
98479,7032
98480,6648
98481,6148
98482,5548
98483,4882
98484,4156
98485,3407
98486,2652
98487,1911
98488,1213
98489,566
98490,1
98491,-477
98492,-849
98493,-1107
98494,-1242
98495,-1251
98496,-1136
98497,-891
98498,-529
98499,-54
98500,525
98501,1188
98502,1928
98503,2722
98504,3555
98505,4404
98506,5256
98507,6082
98508,6867
98509,7594
98510,8239
98511,8790
98512,9237
98513,9556
98514,9750
98515,9806
98516,9717
98517,9495
98518,9126
98519,8628
98520,8002
98521,7266
98522,6423
98523,5503
98524,4510
98525,3474
98526,2411
98527,1342
98528,290
98529,-718
98530,-1676
98531,-2539
98532,-3323
98533,-3969
98534,-4504
98535,-4881
98536,-5122
98537,-5192
98538,-5115
98539,-4866
98540,-4474
98541,-3927
98542,-3245
98543,-2441
98544,-1529
98545,-533
98546,531
98547,1638
98548,2758
98549,3875
98550,4951
98551,5976
98552,6904
98553,7731
98554,8418
98555,8954
98556,9319
98557,9491
98558,9470
98559,9230
98560,8789
98561,8119
98562,7248
98563,6162
98564,4886
98565,3427
98566,1806
98567,41
98568,-1840
98569,-3813
98570,-5848
98571,-7917
98572,-9981
98573,-12021
98574,-13988
98575,-15869
98576,-17616
98577,-19210
98578,-20624
98579,-21829
98580,-22807
98581,-23539
98582,-24011
98583,-24212
98584,-24139
98585,-23785
98586,-23154
98587,-22259
98588,-21095
98589,-19698
98590,-18066
98591,-16235
98592,-14219
98593,-12054
98594,-9763
98595,-7381
98596,-4933
98597,-2464
98598,11
98599,2444
98600,4815
98601,7092
98602,9242
98603,11255
98604,13091
98605,14750
98606,16199
98607,17443
98608,18461
98609,19262
98610,19828
98611,20183
98612,20317
98613,20252
98614,19992
98615,19562
98616,18967
98617,18244
98618,17399
98619,16463
98620,15455
98621,14403
98622,13318
98623,12238
98624,11166
98625,10132
98626,9151
98627,8225
98628,7388
98629,6622
98630,5959
98631,5378
98632,4897
98633,4501
98634,4193
98635,3956
98636,3789
98637,3670
98638,3595
98639,3537
98640,3493
98641,3431
98642,3350
98643,3223
98644,3040
98645,2784
98646,2443
98647,2010
98648,1471
98649,830
98650,70
98651,-796
98652,-1770
98653,-2851
98654,-4015
98655,-5272
98656,-6584
98657,-7958
98658,-9351
98659,-10766
98660,-12158
98661,-13525
98662,-14829
98663,-16051
98664,-17170
98665,-18160
98666,-19002
98667,-19679
98668,-20167
98669,-20462
98670,-20541
98671,-20406
98672,-20048
98673,-19460
98674,-18659
98675,-17632
98676,-16411
98677,-14987
98678,-13396
98679,-11643
98680,-9760
98681,-7773
98682,-5702
98683,-3580
98684,-1442
98685,696
98686,2779
98687,4807
98688,6719
98689,8516
98690,10152
98691,11612
98692,12877
98693,13923
98694,14745
98695,15321
98696,15667
98697,15749
98698,15603
98699,15211
98700,14592
98701,13770
98702,12740
98703,11548
98704,10197
98705,8731
98706,7161
98707,5533
98708,3862
98709,2195
98710,549
98711,-1039
98712,-2539
98713,-3933
98714,-5183
98715,-6278
98716,-7193
98717,-7914
98718,-8431
98719,-8730
98720,-8816
98721,-8678
98722,-8332
98723,-7772
98724,-7020
98725,-6087
98726,-4989
98727,-3754
98728,-2394
98729,-946
98730,571
98731,2129
98732,3690
98733,5242
98734,6743
98735,8175
98736,9508
98737,10724
98738,11794
98739,12713
98740,13451
98741,14010
98742,14369
98743,14538
98744,14501
98745,14273
98746,13851
98747,13250
98748,12479
98749,11554
98750,10495
98751,9316
98752,8045
98753,6700
98754,5304
98755,3885
98756,2458
98757,1058
98758,-309
98759,-1608
98760,-2832
98761,-3959
98762,-4975
98763,-5878
98764,-6643
98765,-7289
98766,-7789
98767,-8167
98768,-8407
98769,-8533
98770,-8542
98771,-8453
98772,-8279
98773,-8033
98774,-7733
98775,-7398
98776,-7046
98777,-6690
98778,-6359
98779,-6053
98780,-5805
98781,-5618
98782,-5508
98783,-5481
98784,-5549
98785,-5710
98786,-5973
98787,-6329
98788,-6779
98789,-7311
98790,-7916
98791,-8582
98792,-9293
98793,-10032
98794,-10778
98795,-11511
98796,-12208
98797,-12854
98798,-13411
98799,-13882
98800,-14216
98801,-14420
98802,-14460
98803,-14326
98804,-14010
98805,-13491
98806,-12772
98807,-11847
98808,-10715
98809,-9380
98810,-7856
98811,-6142
98812,-4271
98813,-2242
98814,-94
98815,2161
98816,4488
98817,6862
98818,9251
98819,11621
98820,13949
98821,16187
98822,18321
98823,20306
98824,22119
98825,23737
98826,25127
98827,26274
98828,27162
98829,27768
98830,28090
98831,28120
98832,27854
98833,27298
98834,26459
98835,25341
98836,23971
98837,22357
98838,20530
98839,18508
98840,16325
98841,14008
98842,11590
98843,9107
98844,6584
98845,4066
98846,1576
98847,-846
98848,-3174
98849,-5378
98850,-7435
98851,-9314
98852,-11010
98853,-12486
98854,-13755
98855,-14784
98856,-15586
98857,-16155
98858,-16485
98859,-16605
98860,-16503
98861,-16207
98862,-15730
98863,-15089
98864,-14309
98865,-13415
98866,-12425
98867,-11370
98868,-10276
98869,-9157
98870,-8060
98871,-6979
98872,-5963
98873,-5012
98874,-4150
98875,-3393
98876,-2750
98877,-2227
98878,-1834
98879,-1570
98880,-1431
98881,-1416
98882,-1519
98883,-1718
98884,-2023
98885,-2391
98886,-2832
98887,-3308
98888,-3809
98889,-4315
98890,-4807
98891,-5260
98892,-5668
98893,-5998
98894,-6250
98895,-6397
98896,-6442
98897,-6361
98898,-6163
98899,-5836
98900,-5380
98901,-4806
98902,-4110
98903,-3309
98904,-2409
98905,-1430
98906,-377
98907,713
98908,1844
98909,2972
98910,4098
98911,5179
98912,6219
98913,7166
98914,8035
98915,8782
98916,9404
98917,9888
98918,10218
98919,10387
98920,10400
98921,10237
98922,9921
98923,9443
98924,8814
98925,8051
98926,7163
98927,6169
98928,5088
98929,3944
98930,2757
98931,1551
98932,358
98933,-811
98934,-1910
98935,-2941
98936,-3852
98937,-4654
98938,-5293
98939,-5785
98940,-6093
98941,-6218
98942,-6155
98943,-5890
98944,-5434
98945,-4790
98946,-3956
98947,-2962
98948,-1803
98949,-517
98950,893
98951,2385
98952,3947
98953,5545
98954,7144
98955,8730
98956,10253
98957,11701
98958,13031
98959,14227
98960,15253
98961,16096
98962,16728
98963,17136
98964,17308
98965,17226
98966,16898
98967,16309
98968,15468
98969,14391
98970,13064
98971,11536
98972,9791
98973,7879
98974,5809
98975,3610
98976,1322
98977,-1040
98978,-3426
98979,-5818
98980,-8175
98981,-10465
98982,-12663
98983,-14730
98984,-16646
98985,-18385
98986,-19920
98987,-21239
98988,-22322
98989,-23159
98990,-23746
98991,-24073
98992,-24147
98993,-23966
98994,-23545
98995,-22892
98996,-22020
98997,-20954
98998,-19707
98999,-18307
99000,-16774
99001,-15141
99002,-13426
99003,-11664
99004,-9872
99005,-8084
99006,-6323
99007,-4608
99008,-2964
99009,-1408
99010,45
99011,1378
99012,2587
99013,3660
99014,4595
99015,5393
99016,6053
99017,6584
99018,6991
99019,7287
99020,7485
99021,7595
99022,7639
99023,7624
99024,7584
99025,7514
99026,7452
99027,7402
99028,7379
99029,7402
99030,7478
99031,7621
99032,7831
99033,8117
99034,8484
99035,8917
99036,9432
99037,10003
99038,10630
99039,11307
99040,12002
99041,12717
99042,13423
99043,14107
99044,14745
99045,15322
99046,15814
99047,16201
99048,16469
99049,16595
99050,16574
99051,16376
99052,16013
99053,15453
99054,14715
99055,13780
99056,12659
99057,11356
99058,9880
99059,8245
99060,6463
99061,4560
99062,2547
99063,459
99064,-1685
99065,-3855
99066,-6021
99067,-8157
99068,-10230
99069,-12211
99070,-14074
99071,-15792
99072,-17333
99073,-18692
99074,-19819
99075,-20734
99076,-21389
99077,-21804
99078,-21949
99079,-21840
99080,-21467
99081,-20851
99082,-19982
99083,-18897
99084,-17598
99085,-16110
99086,-14468
99087,-12678
99088,-10790
99089,-8820
99090,-6809
99091,-4782
99092,-2776
99093,-819
99094,1060
99095,2822
99096,4458
99097,5924
99098,7222
99099,8309
99100,9197
99101,9852
99102,10287
99103,10491
99104,10464
99105,10222
99106,9764
99107,9110
99108,8278
99109,7282
99110,6153
99111,4908
99112,3580
99113,2195
99114,775
99115,-634
99116,-2031
99117,-3352
99118,-4613
99119,-5747
99120,-6772
99121,-7633
99122,-8343
99123,-8869
99124,-9210
99125,-9361
99126,-9314
99127,-9076
99128,-8651
99129,-8041
99130,-7270
99131,-6340
99132,-5277
99133,-4099
99134,-2822
99135,-1480
99136,-86
99137,1330
99138,2740
99139,4129
99140,5466
99141,6729
99142,7907
99143,8966
99144,9909
99145,10705
99146,11362
99147,11855
99148,12197
99149,12374
99150,12398
99151,12272
99152,11998
99153,11604
99154,11078
99155,10467
99156,9757
99157,8992
99158,8173
99159,7334
99160,6483
99161,5647
99162,4841
99163,4085
99164,3386
99165,2775
99166,2238
99167,1810
99168,1470
99169,1249
99170,1118
99171,1099
99172,1169
99173,1326
99174,1563
99175,1853
99176,2194
99177,2564
99178,2937
99179,3312
99180,3643
99181,3937
99182,4153
99183,4287
99184,4314
99185,4219
99186,3995
99187,3625
99188,3102
99189,2431
99190,1587
99191,604
99192,-540
99193,-1822
99194,-3229
99195,-4759
99196,-6376
99197,-8068
99198,-9816
99199,-11581
99200,-13351
99201,-15087
99202,-16764
99203,-18353
99204,-19825
99205,-21155
99206,-22311
99207,-23277
99208,-24025
99209,-24536
99210,-24800
99211,-24800
99212,-24530
99213,-23986
99214,-23166
99215,-22075
99216,-20726
99217,-19122
99218,-17289
99219,-15243
99220,-13006
99221,-10606
99222,-8075
99223,-5441
99224,-2737
99225,-2
99226,2740
99227,5441
99228,8072
99229,10611
99230,13001
99231,15247
99232,17285
99233,19126
99234,20723
99235,22077
99236,23165
99237,23986
99238,24530
99239,24800
99240,24801
99241,24535
99242,24027
99243,23273
99244,22315
99245,21153
99246,19827
99247,18351
99248,16766
99249,15085
99250,13351
99251,11584
99252,9813
99253,8071
99254,6374
99255,4758
99256,3231
99257,1823
99258,537
99259,-600
99260,-1593
99261,-2426
99262,-3103
99263,-3626
99264,-3994
99265,-4220
99266,-4314
99267,-4285
99268,-4155
99269,-3935
99270,-3646
99271,-3308
99272,-2940
99273,-2563
99274,-2193
